,Name,Heading,Review
127,"realme Narzo 30 (Racing Blue, 128 GB)  (6 GB RAM)",Wonderful Super! Terrific Wonderful Very Good Mind-blowing purchase Just wow! Excellent Not recommended at all Brilliant,"Such a awesome handset in this segment.Pro's:- * Good display in this price segment but not compete with amoled display.* Helio G95 performs pretty well ,with 90 hz refresh rate runs smoothly.* 48 Mp rear sensor satisfies in this price segment, etcCon's :- * After 1 hour of gaming I found touch issues and some lags ,hope realme fix it in update* There is no IP rate certification I think so.* There are lot of heating issues , etcREAD MORE Nice phone great look, in this range camera quality little bit more better like 64mega pixel or use sony or samsung lens, in this range many brands giving 64 mega pixel. & It's 4g mobile.READ MORE Hi,     I need a phone for gaming,and I finally found this perfect gaming phone,If your need a gaming phone just go for itI ordered this phone on Tuesday and It delivered on Thursday the delivery was very fastBuying this product first I read review its really good then on yt i search this phone,after watching some videos of  this phone I found review really very helpful and awesome1) The camera quality is awesome and its has 10x zoom2) charging is very fast (30w) and the battery life is v...READ MORE Nice phone at this price range. You should Buy it. Value for money also. At this price range processor is good and we get 90hz refresh rate. With 5000mh battery. Cmaera is decent. Overall i give 4.5/5 marks.READ MORE ALthough the product has some drawbacks, it is the best in this price range with a fairly good camera. One of the main cons I feel about this is it get delayed at times eventhough it has a 6gb ram. but still it has great power efficiency and is fair enough to be called fast charge. i love this product.READ MORE Super mobile love it superb performance Awsome picture quality and really realme and one day delivery flipkart thank youREAD MORE Great phone at this price range. Excellent built, great design, G95 performs very well. Little bit warmer while charging but managable. No heating issues while gaming and regular task. Good cameras. No lags in normal operation. Better go for 6 gb version since OS uses lots of ram. Display brightness is excellent. No flickering issues. All sensors are working fine. It has dual band wifi both 2.4ghz and 5ghz. I am getting 195mpbs on 5ghz for 200 Mbps plan. Carrier aggregation is there for jio i...READ MORE Very beautiful Realme Narzo 30 I like this phone battery backup is good camera quality is goodREAD MORE Heating problem about 5minitue use then heating problem start.as a average phone not a good quality.the feeling not a joyful idon't like some people recommend then buy.i not a suggestion any feature buy not a good performance waist our money.then mentoly destroyed pressure Flipcart not a good policy for returnREAD MORE This mobile better than redmi note 10 the proccer so very good delivery time is past camera is average design is osm ram is osm storage is 128  the proccer is medatik helio G95 best this price front camera is osm back camera is zoom 10x  display full HD display  i am use 1 day to battery grate and charging is better than redmi note 10 fast charging in this mobile provide        My commet is better like me 😎😎💯💯READ MORE"
128,LAVA A1500  (Black),Simply awesome Worth every penny Fair Worth the money Mind-blowing purchase Simply awesome Super! Good choice Excellent Worth every penny,"Good quality of voice , call quality also good but music is little less in bass compared to smartphone, overall good deal in this price. Excellent purchaseREAD MORE Nice Display ❤️READ MORE Value for MoneyREAD MORE Superb phone for parentsREAD MORE value for money....thanks flipcartREAD MORE Just AwesomeHighly RecommendedREAD MORE Good deliveryGood mobile in the price 1199*READ MORE Value for moneyREAD MORE Nice product and amount is betterREAD MORE Best phone normal useREAD MORE"
129,Nokia 105 SS 2021  (Blue),Fabulous! Good quality product Awesome Super! Fabulous! Awesome Wonderful Highly recommended Mind-blowing purchase Terrific purchase,"Good feature phone, i prefer to free from the addiction to smartphones. I am fully satisfied. 2000 contact memory is impressive. I am loving it.READ MORE It's good and handy for old/aged people who uses their phone for only calling purpose.. speaker/mic both sounds are clean & clear network catching capacity is also good  in its segment..READ MORE Nokia brand is my all time favorite. And I must say that choosing this phone was really a good choice. The price is so reasonable and the phone is working perfectly! The sound quality is great and the design is also awesome. It's kind of best in this price range!READ MORE This mobile really good my mom excited .packing is so good thank you flipcartREAD MORE It was a very good budget phone for old people and i bought it to my grand mother it was very nice and quality also good... An useful phone for a normal outgoing &incoming calls❤❤READ MORE Great Phone at this price range! Obviously, it is not the modern day Smartphone, still rejuvenates the classic old school days. Battery performance is excellent. It's one of the best keep at your home to be used for emergency purpose. Overall it's worth purchasingREAD MORE Decent phone for calls, long lasting battery life. I'm using this phone to receive calls, texts. Standby time is really good. Got this phone 12 days ago, and charged fully first time, and yet to charge again, battery is still almost 15% around, which will last 2 days more. If you lookin for a phone as secondary phone for calls, this is the best buy.READ MORE Well    well well Very good,  cute,  just ausome Nokia is nokiaIf you use to like key pad phone just go for itDelivery boy is too fastREAD MORE Superb quality and many games also have and display also good camara also good battery 🔋 is also good and value of money 💵READ MORE Super 💝👌👌👌👌READ MORE"
130,"Redmi 9A (Midnight Black, 32 GB)  (2 GB RAM)",Excellent Worth the money Just wow! Simply awesome Must buy! Classy product Pretty good Good Very Good Good choice,"Wow superb I love it❤️👍 battery backup so nice 👍👍READ MORE Mobile So Good In Range Redmi 9a Has Miui 12 Latest Version Nice Phone Display So Good And Battery Was So Very GoodREAD MORE Wonderful device and smart phone best camera best bettery and very nice looking nd budget deviceREAD MORE It's has  good looking Android version because the phone work good performance with camera and battery. And I have bought it's in offer time Rs __ 7329 money I have paidREAD MORE It is a good phone for daily use and it can run free fire,pub g smoothly.its camera is also goodREAD MORE Worth the price. Battery life is very good. For normal use 2 days. Dedicated memory card is added advantage. Coverage is good. Camera is descent. Overall worth the moneyREAD MORE I opted this as secondary phone ... But overall the best smartphone in this price range. Battery is too good & long lasting. Some improvements in camera will add a feather !! Nice phone !!👍READ MORE OkREAD MORE GoodREAD MORE Much betterREAD MORE"
131,"Redmi 9A (Sea Blue, 32 GB)  (3 GB RAM)",Value-for-money Must buy! Super! Best in the market! Nice Great product Simply awesome Terrific Mind-blowing purchase Awesome,"Working well after 3 days of using. Battery back up fine for normal usage. I had gifted this to my mom she is happy.Genuine phone in this range segment.READ MORE Nice product according to its budget. But it's hard to play high Graphics games like pubg on 3GB RAM. It lags even when you play at Smooth Graphics settings. If this is for gaming (High graphics game) purpose, then don't go for 3GB or 2 GB RAM and the rest it works very well.READ MORE Very nice phone. Good camera, good performance, very nice display,READ MORE It's really nice 👍READ MORE Accept camera (picture quality). All is good, this is budget phone.READ MORE GreatREAD MORE Very good productREAD MORE This is very good product and  it's cemer quality is bestREAD MORE Worth the money. I love itREAD MORE WounderfulREAD MORE"
132,"Redmi 9A (Nature Green, 32 GB)  (2 GB RAM)",Excellent Worth the money Just wow! Simply awesome Must buy! Classy product Pretty good Good Very Good Good choice,"Wow superb I love it❤️👍 battery backup so nice 👍👍READ MORE Mobile So Good In Range Redmi 9a Has Miui 12 Latest Version Nice Phone Display So Good And Battery Was So Very GoodREAD MORE Wonderful device and smart phone best camera best bettery and very nice looking nd budget deviceREAD MORE It's has  good looking Android version because the phone work good performance with camera and battery. And I have bought it's in offer time Rs __ 7329 money I have paidREAD MORE It is a good phone for daily use and it can run free fire,pub g smoothly.its camera is also goodREAD MORE Worth the price. Battery life is very good. For normal use 2 days. Dedicated memory card is added advantage. Coverage is good. Camera is descent. Overall worth the moneyREAD MORE I opted this as secondary phone ... But overall the best smartphone in this price range. Battery is too good & long lasting. Some improvements in camera will add a feather !! Nice phone !!👍READ MORE OkREAD MORE GoodREAD MORE Much betterREAD MORE"
133,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Value-for-money Must buy! Super! Best in the market! Nice Great product Simply awesome Terrific Mind-blowing purchase Awesome,"Working well after 3 days of using. Battery back up fine for normal usage. I had gifted this to my mom she is happy.Genuine phone in this range segment.READ MORE Nice product according to its budget. But it's hard to play high Graphics games like pubg on 3GB RAM. It lags even when you play at Smooth Graphics settings. If this is for gaming (High graphics game) purpose, then don't go for 3GB or 2 GB RAM and the rest it works very well.READ MORE Very nice phone. Good camera, good performance, very nice display,READ MORE It's really nice 👍READ MORE Accept camera (picture quality). All is good, this is budget phone.READ MORE GreatREAD MORE Very good productREAD MORE This is very good product and  it's cemer quality is bestREAD MORE Worth the money. I love itREAD MORE WounderfulREAD MORE"
134,LAVA A3  (White + Beige S),Must buy! Perfect product! Brilliant Excellent Product Fair More Than Enough Great product Nice Mind-blowing purchase Super!,"Very Very Very Very Very Very Good Products Nice Mobile And Best Price Thank You So Much Flipkart...READ MORE this is all you get for a tiny budget phone like this one. the sound quality and call quality is quite good on this phone. the best part is the battery back-up on this phone. Till now no issue with this phone although i have used for only about a month so far. Not too sure how good it will function in the future.READ MORE Awesome phone bought for my aunty best phone in this price, very useful for flexible use. Nice sound and volume, don't think gofor it. Also wireless fm works nicely. We can hear songs I the radio without headset.READ MORE Value for money.  Excellent Battery backup.  Very Good Tower Signal ,  Very good display,  Very Good voice Clarity.  Loud speaker. Overall Very good phone.READ MORE Good display, good battery perfomanance, best gift for aged people. Easy to use, light weightREAD MORE Today, 3rd Aug, 2020, I received the mobile phone. I am very happy with the phone. it is really low price but good  feature phone. Battery is 1750 mah which is more than enough for a feature phone. Another remarkablefeature of this phone is it has inbuilt sound amplifier, that's why loudly and clearly music can be listened. This is purely indian origin phone. Feeling proud to be an Indian. Thank you Lava international.READ MORE Awesome design and features at this price point...Camera quality is not very good but decent 👌Battery backup is most highlight feature of this phone..😁I am love with this lava A3😘😘READ MORE Good product..You want a simple mobile using call these mobile very nice for calling and battery backup is also good with 2 days.READ MORE fantastic super super fast delivery very best choice for keypad mobile phone packaging is very good and very fast delivery before the date it is very glad to part of Flipkart fantastic mind blowing service from Flipkart and the product is very very good 👍👍👍👍👍👍👍👍READ MORE awesome mobile set keypad basic phone does the job very well what its meant to do call clarity is excellent and ringtone is exceptionally loud loved it. its better than Samsung or Nokia keypad mobiles.READ MORE"
135,"GIONEE Max (Red, 32 GB)  (2 GB RAM)",Brilliant Perfect product! Wonderful Worth every penny Just okay Excellent Not good Highly recommended Wonderful Delightful,"It s a best phone. Good luck. I am unboxing man.It s a goodREAD MORE Loved the product! The delivery was extremely swift. Within three days I received the parcel which was packed satisfactorily well.The phone is extremely smooth. Features are enough until and unless you want heavy gaming or other sort of thing which requires higher RAM value.I bought this for my mother and she's extremely ecstatic at this gift!! Thanks flipkart ❤️READ MORE Good low budget smartphone, bought it for my mom, she is happy.1.The screen is responsive and crisp. 2.Camera is average.3. Storage is sufficient for someone like my mom.4. Battery is fantastic and lasts 3 days on average usage. 5. Processor is good. This phone is not for gaming.6. Value for money.Con:1. Lack of fingerprint sensor.READ MORE In this price segment that product value for money , good camara , good battery backup , performance is awesome , durability good ,go for it thnq filpkartREAD MORE It is a detailed review of this budget smartphone.CONS-SECURITY-There is a big security issue in this budget smartphones as you can see in above images the system apps like gallery,music player, sound recorder are asking permission to make and manage phone calls and without the permission the app doesn't work, what's the need of permission to manage phone calls in this basic apps, company should seriously roll out a update to fix this.Dual volte- dual volte does not work in any sim you ...READ MORE Best affordable smart phone for low budget, with a lot of features. I ordered this for my dad, but I would like to have this one for my own.. 😇READ MORE Good for daily use as a secondary phone.HD IPS display in this price range best supports Youtube video upto 1080p and 720p50fps.As battery mentioned 5000mah but not upto mark compare to Samsung phones 500mah Battery charging takes upto 3hrs full charge from 0-100%.overall performance good 24gb user available.6"" inch display best in this price range.But comming to headphones listings songs on youtube if you are bass lover then not expected to much.only secondary dual 4g active sims works...READ MORE Frankly speaking it is one of the most best budget phone with best of specifications and display and basic functionality at this price point. You can get this features on other phones as well but certainly not at this price. It is can be used for rough and tough purpose an extensive daily uses if you want to keep a second phone.really I do not have much idea about any phone specification and their speed at this price point but I do certainly feel it is really more then what the prices set at....READ MORE Firstly thank you Flipkart for delivering the order in just 2 days and providing me this mobile in very good price with all your offers.Gionee is a good brand and it's mobile last long if you are a good user. I am personally using Gionee M2 as my secondary device from past 5.5 years. Gionee max is a very good mid ranger phone and it has a good user interface. It suits best for average to mid range user. The only issue I observed in the mobile that it gets warm and the battery gets drain fas...READ MORE Good product this price range 1: better battery backup2: Best display quilty3: Best notch display 4: Best back camera & average front camera5: improve ram mangment and system UI6: Average performance not excellent not very good but OK all over Good #GioneemaxREAD MORE"
136,"Infinix Hot 11S (Polar Black, 64 GB)  (4 GB RAM)",Highly recommended Perfect product! Super! Good quality product Fabulous! Really Nice Brilliant Wonderful Must buy! Super!,"Best in this price band, I bought for my sister, and she loved it.... Camera is perfect for this price range, decent performance, buttery smooth experience as it has 90hertz display.. Just one thing, if there would be a wide angle lens, it would be better, but no issue.. Go for itREAD MORE Great phone under budget for gaming and for taking pictures. For PUBGM/BGMI players you should know that this device has gyroscope delay(5000milisec) but while playing BGMI in Graphic:smooth FPS:ultra(40) works well without lags... And tbh this is a great gaming phone under budget.READ MORE I think phone awesome very good products I like you phone camera is good processor g88 90 h display big battery full hd display I think good like this phoneREAD MORE Good in this price range. Everything in this range is ok (neither too god nor too bad).I felt that Infinix should work & improve their build quality. Infinix smartphones are not good in build as compared to other smartphones.READ MORE Best budget smartphone , all features are very good sound quality awesome and display quality very goodREAD MORE Now Infinix is a good brand.. This smart phone is a budget smartphone.. I am very happy.. I recommend you all please use this phone.. Value for money.READ MORE Received yesterday and initial Impression were too good.At this price it's the best deal*camera quality is decent not best but at this price decent front camera little bit poor quality.* Proceser is really good app opening and multi tasking is really great.*Battery performance is good but not fully tried yet but charging is bit slower side.*display is also good not like Samsung amoled display but overall good.*Value for money* 90HZ FHD+ REFRESH RATE 180 Hz touch sampling rate. V...READ MORE Best budget smart phone under this price. If you are planning for a budget smart android phone with good battery backup, big display, nice camera quality photos, great stereo sounds and performance without any lags.. Then close your eyes and go for it. Review of mine after a week.READ MORE 100% Worth mobile Mobile with Temporary glass, Mobile Cover, Warranty Card totally it's best Mobile in the world. I used Realme ,OnePlus, Poco, Samsung, Redmi, Apple, Honor, Nokia and some other mobile But this is the best one I ever used Smooth Display. Thank You Flipkart To show this MobileREAD MORE Honest Review after 7 Days.. Let's start with cons1. No notifications light (except charging) 2. Noise cancellation of phone mic is not so impressive3. Lots of Bloatware which you can't uninstall4. Game boost mode crashes every time while trying to launchOk now pros1. Phone is big, I mean really big2. Battery life And charging time is best in class 3. It comes with 90hz refresh rate but i am using it at 60 hz And it works flawless4. Sound quality of speaker is bestHonestly at th...READ MORE"
137,"realme 9 5G SE (Starry Glow, 128 GB)  (8 GB RAM)",Pretty good,Pros: 1. 144HZ Refresh Rate2. Dedicated SDXC Slot 3. Snapdragon 778G is quite capable.Cons: 1. No Ultra wide Lens2. Old Software (Realme 2.0) 3. LCD display instead of Amoled4. 8GB RAM variant is overpriced. 5. Only five 5G bands (1/28/41/77/78) are present.6. Google detects this device as Realme Q3s.The only reason to purchase would be - need for a 5G device with a Dedicated SDXC slot having a punch-hole display.READ MORE
138,"realme 9 5G SE (Azure Glow, 128 GB)  (8 GB RAM)",Pretty good,Pros: 1. 144HZ Refresh Rate2. Dedicated SDXC Slot 3. Snapdragon 778G is quite capable.Cons: 1. No Ultra wide Lens2. Old Software (Realme 2.0) 3. LCD display instead of Amoled4. 8GB RAM variant is overpriced. 5. Only five 5G bands (1/28/41/77/78) are present.6. Google detects this device as Realme Q3s.The only reason to purchase would be - need for a 5G device with a Dedicated SDXC slot having a punch-hole display.READ MORE
139,"realme 9 5G SE (Starry Glow, 128 GB)  (6 GB RAM)",Awesome Super! Excellent Bad quality Mind-blowing purchase Awesome Must buy! Super!,Good phoneREAD MORE GoodREAD MORE awsm mobile ...READ MORE Not good for gamingBad ram managementREAD MORE What a phone!! Fully satisfied!!READ MORE Nice phoneREAD MORE After one day use battery 4/5camera 4/5performance 5/5 144hz working very smoothREAD MORE Ordered on 1st day of launch ... 14th march... Awesome performance... Camera quality too good... Go for it❤️READ MORE
140,"realme 9 5G SE (Azure Glow, 128 GB)  (6 GB RAM)",Awesome Super! Excellent Bad quality Mind-blowing purchase Awesome Must buy! Super!,Good phoneREAD MORE GoodREAD MORE awsm mobile ...READ MORE Not good for gamingBad ram managementREAD MORE What a phone!! Fully satisfied!!READ MORE Nice phoneREAD MORE After one day use battery 4/5camera 4/5performance 5/5 144hz working very smoothREAD MORE Ordered on 1st day of launch ... 14th march... Awesome performance... Camera quality too good... Go for it❤️READ MORE
141,"Redmi 9A (SeaBlue, 32 GB)  (2 GB RAM)",Excellent Worth the money Just wow! Simply awesome Must buy! Classy product Pretty good Good Very Good Good choice,"Wow superb I love it❤️👍 battery backup so nice 👍👍READ MORE Mobile So Good In Range Redmi 9a Has Miui 12 Latest Version Nice Phone Display So Good And Battery Was So Very GoodREAD MORE Wonderful device and smart phone best camera best bettery and very nice looking nd budget deviceREAD MORE It's has  good looking Android version because the phone work good performance with camera and battery. And I have bought it's in offer time Rs __ 7329 money I have paidREAD MORE It is a good phone for daily use and it can run free fire,pub g smoothly.its camera is also goodREAD MORE Worth the price. Battery life is very good. For normal use 2 days. Dedicated memory card is added advantage. Coverage is good. Camera is descent. Overall worth the moneyREAD MORE I opted this as secondary phone ... But overall the best smartphone in this price range. Battery is too good & long lasting. Some improvements in camera will add a feather !! Nice phone !!👍READ MORE OkREAD MORE GoodREAD MORE Much betterREAD MORE"
142,"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)",Value-for-money Wonderful Good choice Highly recommended good purchase Wonderful Mind-blowing purchase Must buy! Excellent Wonderful,"Nice battery backup, good camera and also a good display. For daily use phone is smooth and perfect.READ MORE I got the product at my door step in 16 hours after ordering so thank you flipkart for this excellent delivery. I have used it for 3 days and now writing my review:Pro:1. Battery is brilliant and perfect for people who spent lot of time on multimedia2. Display 90hrz is very smooth and good looking. Didn't feel the absence of Full HD actually better than full HD IPS displays.3. Samsung One UI 4. Look & feel. Very comfortable to hold. Background Matt finish no fingerprint5. Primary camera...READ MORE Good product in this price segment....looks like a premium smartphone.... performance is up to the mark ..... according to me , this device is perfect for the students who are doing the online classes.....don't expect high from camera or performance....READ MORE Best mobile in this price range.. best batry bacup camra quality is also good, no lag, much better quality, littile bit less in feathures if compared to readme series.. bt overall mindblowing mobile...i m much satisfied..READ MORE if you are moderate user like, social media, watches some videos, and play games for fun, then this phone is for you, it not that expensive too. camera is awesome clicks amazing photos with back camera. selfie camera is good too for facetime and all. battery is outstanding but it takes 2 hrs to full and has good backup it will run throughout day if you use it heavily( not for gamers) Trust me you wont regret go for it.READ MORE This mobile gives me all things which i was found at this price. Camera, battery , Display and Many which gives me sacrifice at its price. So i really happy that samsung lover can afford in this price and gets best feature.READ MORE ●Camera - 4/5■ In this price range Camera is good.●Screen -  4.5/5■samsung as balanced phone pixels smartly by reducing horizonal screen lenght , So that the difference between full hd + and hd+ feels minimum...Battery - 5/5 . 6000 mah battery with adative battery usage .●Processor - 4/5■mediatek helio 680 will not dissapoint you if you are not a gamer.●Design and look - 5/5■look is premium and phone is slim and sleek .Flipkart has delivered this phone within 24 hr which is unimagin...READ MORE This mobile is a beast.... wonderful mobile for daily use. Smooth and clear display. Camera is awesome,out door photography is really great,   but the low light and indoor selfie should improve more, 90hz display is super and smooth. Speaker sound should improve more, the only lack in this mobile is it dosent have NFC and Back case not provided.. battery is awesome will last for 2 days.performance also great but not for  heavy gaming.READ MORE A petty good phone. According to my review this phone is excellent for normal usage. Here are some points as follows:- 1. Display is good you can't say it the best but it's good supporting HD photos and videos upto 720p60 and 1080p50 respectively.2. Battery backup isn't that much as compared to it's capacity but it will last for two days for normal usage otherwise for heavy usage it will drain off in 15 hours. 3. Now talking about the front and back camera, it's very good, not excellent, b...READ MORE I bought 4gb/64gb variant and that is superbly good.1)Display will not disappoint you at all , Samoled with 90hz feels very smooth compared to that 120hz redmi note 10 pro.If you are a normal user then you will not find any difference between FHD+ and HD+ display ,so for me that is not a con.2) Battery life is amazing .3) Performance,I will say that for normal usage at 90hz it feels smooth but if u want gaming then plss look our for other devices.4)Camera was superbly good too considering...READ MORE"
143,Motorola a10  (Dark Blue),Awesome Highly recommended Wonderful Simply awesome Super! Worth the money Horrible Brilliant Fabulous! Good quality product,Nice performance moto mobileREAD MORE SuperbREAD MORE Good good very good mobileREAD MORE Best product  compare to samsung or nokia.READ MORE Very very very good phoneREAD MORE Good looking for mobile & battery backup awesomeThans for filpkartREAD MORE Call volume too low. Replaced ...still the sameREAD MORE Value for money. Decent battery…READ MORE I bought it for my mum...And she was super happy..❤️Before she used in Nokia mobilesNow this mobile making her so happyThankyou MotorolaREAD MORE Lovely phone..READ MORE
144,Motorola a10  (Rose Gold),Awesome Highly recommended Wonderful Simply awesome Super! Worth the money Horrible Brilliant Fabulous! Good quality product,Nice performance moto mobileREAD MORE SuperbREAD MORE Good good very good mobileREAD MORE Best product  compare to samsung or nokia.READ MORE Very very very good phoneREAD MORE Good looking for mobile & battery backup awesomeThans for filpkartREAD MORE Call volume too low. Replaced ...still the sameREAD MORE Value for money. Decent battery…READ MORE I bought it for my mum...And she was super happy..❤️Before she used in Nokia mobilesNow this mobile making her so happyThankyou MotorolaREAD MORE Lovely phone..READ MORE
145,"realme 9 Pro 5G (Midnight Black, 128 GB)  (8 GB RAM)",Simply awesome Mind-blowing purchase Great product Wonderful Really Nice Value-for-money Brilliant Good quality product Pretty good Must buy!,"Reviewing after 3 days of use. Still early days. Camera and processor is good. Refresh rate is extremely good.Picture clarity and sound is good. Charges really fast with the 33W charger provided. 0 to 100 % in about 45 mins.Good buy at this price point with Bank discounts on cards.READ MORE After 3 days of use Camera is good but need to improve more(my personal opinion)Displace is good and smooth and nice to use Gaming is also good Charging take 70 mins around Need to updates from realme overall go to buy ...don't worry it will not upset youREAD MORE I've been using this phone for over a week now, so writing a review about my experience.I was upgrading my phone from MI A2 to this phone, and honestly speaking, the upgrade was worth it. Snapdragon 695 is a pretty decent chipset for almost every normal mobile usage, and you can play many graphic demanding games on it with high settings. I bought it for 18999, and having 8 gigs of ram and 120hz display refresh rate is a steal deal in this price range. Of course, there are dedicated gaming...READ MORE Great phone with this price, performance is goodCamera 🤳 excellent, screen is awesome, ram is good as well, storage enough for many files, 5G awaiting,Exchange value super, Thank you Flipkart for great delivery..READ MORE Good looking phone its could be a better if front camera 32  MP otherwise I love it and I also user realme phoneREAD MORE SUPERB 👌READ MORE It's been around 5 days of use I feel a better phone in this price segment. Overall performance is excellent. I liked it.READ MORE Superb midrange phone..✌️No lag after 9 days use..Battery standby one day..Charging speed 10-60 : 30 minutes.. 61-100 35 minutes..Camera decent and good quality..READ MORE Nice and smooth mobile, battery back up is good.Im writing present what i have felt on mobile...READ MORE Battery 🔋 98/100. Display 90/ 100. Camera 📸85 /100 charger 90/100 ..READ MORE"
146,"realme 8i (Space Black, 64 GB)  (4 GB RAM)",Fabulous! Good choice Mind-blowing purchase Classy product Good Terrific Good quality product Nice Best in the market! Worthless,"Very nice phone at this price pointProcessor is awesome Camera is average Battery is good FHD +Display is very good but not amoledREAD MORE Best Phone Ever. Don't Think Just buy this guys. Best camera . Also looking awesome. Fast display.Awesime Features.But 1 think is disappointed that is Battery consumption is little bit fast . Otherwise This is the best Phone . Go for It !READ MORE The smartphone comes with a big display of 6.6 inches with an IPS LCD capacitive touchscreen. The resolution is 1080 x 2412 pixels and the screen PPI is 400. The operating system of the device is Android 11 + Realme UI 2.0. The smartphone is powered by a Mediatek Helio G96 Octa-core processor and the GPU is Mali-G57 MC2. The internal storage is 128 GB with 4 GB RAM. Realme 8i consists of a triple-camera 50 MP (wide) + 2 MP (macro) + 2 MP (depth). On the front, there is a single 16 MP (wide) c...READ MORE All things about realme 8i is at the top. But you have to be patient regard it's charging.. it take _> 2 hrs till it's full charge. Camera is osm🥳 loved 💕 itREAD MORE It is a good phone under this price range. Camera is good along with its UI. O for it if you have a tight budget. There is no earphones available at box so keep it in mind. If you have budget of more than 13000 than go for Mi 10 pro or vivo or poco.READ MORE Phone is very good according to the price, its camera quality is Well  good picture is just like iPhone.First you buy it then trust it. Trust in my experience after purchase this phone. The phone is in affordable price. Best battery backup. I have received this phone today. Selfie camera is also good. Overall performance is excellent . Trust me you won't regret this phone.READ MORE I am reviewing after 15 days of use... terrific camera both back and selfie but secondary cameras are not so good and missing the wide angle camera.... performance wise decent good for heavy tasking..no problem in daily life heavy use... Battery backup is avg not very good not bad....some problems are there because of software ... I wish it get solved with updates..READ MORE You can play pubg with 40fps only smooth plus ultra only   ..for normal gaming this is good enough but for competitive it's not that good ...Camera is good enough at this price Battery is outstandingDisplay is not so good but 120hz  feels better Phone heats while charging and playing heavy games  Finally at this price you can choose this phone there is no better option apart from thisI was disappointed with flipkart for  late  delivery..😓😥READ MORE Nice phone 📱 back camera es so nice zoom clean zooming pic sellfie camera nice thank you flipkartI I'm today happy I play free 🔥🔥🔥🔥READ MORE Positive Site ::——1. Performance – is very good2. Display – Display is good but it would have been better if it was a little brighter but ok3. Fingerprint sensor and Face unlock is very fastNegative Site ::——1. Camera – The quality of the camera is not good at all, the detailing does not come at all, better than this, photos are clicked in Redmi 9 Power2. Battery – Battery performance is fine but charging is very slow, from 0% to 50% it takes 35 to 40 minutes but it takes 1:30 hours t...READ MORE"
147,"Redmi Note 11 (Horizon Blue, 128 GB)  (6 GB RAM)",Pretty good Worth the money Fabulous! Awesome Terrific purchase Not recommended at all Worth every penny Terrific purchase Good choice Good quality product,Nice lookingREAD MORE Ok Good...READ MORE Overall Good  without 5GREAD MORE I like this mobile phone thank you so much Flipkart 👍👏READ MORE NiceREAD MORE Hanging problem 😔READ MORE Good productsREAD MORE Super amezing phoneREAD MORE good decent phone... performance wise for daily uses...Nice displayREAD MORE Nice touch display and programm run application support to appREAD MORE
148,"Redmi Note 11 (Horizon Blue, 64 GB)  (4 GB RAM)",Perfect product! Slightly disappointed Awesome Just wow! Worth every penny,Good phone... I really like it😘😘😘😘😘😘😘READ MORE Camera quality is not goodREAD MORE Very Nice PhoneREAD MORE Very nice handsate and ram rom very nice this productREAD MORE SUPERBREAD MORE
149,"Redmi Note 11 (Space Black, 128 GB)  (6 GB RAM)",Pretty good Worth the money Fabulous! Awesome Terrific purchase Not recommended at all Worth every penny Terrific purchase Good choice Good quality product,Nice lookingREAD MORE Ok Good...READ MORE Overall Good  without 5GREAD MORE I like this mobile phone thank you so much Flipkart 👍👏READ MORE NiceREAD MORE Hanging problem 😔READ MORE Good productsREAD MORE Super amezing phoneREAD MORE good decent phone... performance wise for daily uses...Nice displayREAD MORE Nice touch display and programm run application support to appREAD MORE
